id,status,upvotes,fetched_at
1s3g0xr,skipped_low_upvotes,0,2026-04-22T11:27:06.624143+00:00
1rqq9zv,skipped_low_upvotes,1,2026-04-22T11:29:23.258627+00:00
1ribr0l,queued,36,2026-04-22T11:30:53.800673+00:00
1rvzxz4,skipped_low_upvotes,1,2026-04-22T11:28:46.679611+00:00
1sq09eo,queued,36,2026-04-22T10:57:10.350661+00:00
1s2mjym,queued,40,2026-04-22T11:27:23.035884+00:00
1s4we31,queued,17,2026-04-22T11:26:52.613729+00:00
1roehn0,queued,11,2026-04-22T11:29:51.405253+00:00
1s9j0iv,queued,25,2026-04-22T11:00:04.766317+00:00
1slah3z,queued,40,2026-04-22T10:58:07.200228+00:00
1sgt7yh,queued,51,2026-04-22T10:58:41.722105+00:00
1rqtp8t,queued,16,2026-04-22T11:29:20.530332+00:00
1sfqgv9,queued,111,2026-04-22T10:58:56.791886+00:00
1s3cgz1,skipped_low_upvotes,0,2026-04-22T11:27:11.273221+00:00
1siqwoq,skipped_low_upvotes,0,2026-04-22T10:58:24.473047+00:00
1rrfbpn,queued,35,2026-04-22T11:29:13.418045+00:00
1rwczoq,queued,86,2026-04-22T11:28:32.627113+00:00
1srq0y6,queued,50,2026-04-22T10:43:43.263344+00:00
1rmjaha,queued,27,2026-04-22T11:30:05.744272+00:00
1s495r9,queued,39,2026-04-22T11:26:57.260121+00:00
1rlkjbw,queued,30,2026-04-22T11:30:17.555523+00:00
1srt8vc,queued,40,2026-04-22T10:43:40.944144+00:00
1s2rbt6,queued,5,2026-04-22T11:27:16.095000+00:00
1rwrjhn,queued,21,2026-04-22T11:28:29.947326+00:00
1rqecfw,queued,12,2026-04-22T11:29:25.584733+00:00
1sn22br,queued,38,2026-04-22T10:57:46.134853+00:00
1s8gchy,queued,41,2026-04-22T11:26:40.980949+00:00
1slgbd8,queued,8,2026-04-22T10:58:04.886071+00:00
1s9mj6g,queued,52,2026-04-22T10:59:57.641878+00:00
1rxkl4v,queued,277,2026-04-22T11:28:15.771870+00:00
1rlg5of,queued,15,2026-04-22T11:30:22.238901+00:00
1scc5kc,queued,106,2026-04-22T10:59:33.295162+00:00
1sry3zy,queued,40,2026-04-22T10:43:38.617602+00:00
1sla9bx,queued,57,2026-04-22T10:58:09.537993+00:00
1s1glrf,queued,68,2026-04-22T11:27:42.092957+00:00
1sgvh6j,queued,209,2026-04-22T10:58:39.327995+00:00
1rw7hz3,queued,10,2026-04-22T11:28:42.070208+00:00
1s0o0ti,skipped_low_upvotes,3,2026-04-22T11:27:47.205648+00:00
1smdp7k,queued,328,2026-04-22T10:57:57.872262+00:00
1ri8ipp,queued,36,2026-04-22T11:30:56.183496+00:00
1snbkaq,queued,45,2026-04-22T10:57:39.061870+00:00
1rz0pi3,queued,18,2026-04-22T11:27:59.150294+00:00
1ss9qbx,queued,11,2026-04-22T10:43:36.244398+00:00
1riok9q,queued,14,2026-04-22T11:30:51.119075+00:00
1rpvp5f,skipped_low_upvotes,4,2026-04-22T11:29:39.764215+00:00
1soduyq,queued,10,2026-04-22T10:57:24.858890+00:00
1sesipd,queued,123,2026-04-22T10:59:11.303566+00:00
1sjysj6,skipped_low_upvotes,1,2026-04-22T10:58:21.730251+00:00
1ryy24w,skipped_low_upvotes,1,2026-04-22T11:28:01.462059+00:00
1rmia1p,queued,31,2026-04-22T11:30:08.132912+00:00
1rlsao2,queued,37,2026-04-22T11:30:15.194653+00:00
1rza76b,queued,61,2026-04-22T11:27:54.439910+00:00
1rl7pft,queued,28,2026-04-22T11:30:24.594311+00:00
1ssik8f,skipped_low_upvotes,2,2026-04-22T11:26:33.658588+00:00
1s9tb6z,queued,7,2026-04-22T10:59:52.902770+00:00
1sm70om,queued,7,2026-04-22T10:58:02.589557+00:00
1sch33c,queued,74,2026-04-22T10:59:30.321403+00:00
1sajv49,queued,45,2026-04-22T10:59:45.761623+00:00
1sbokpj,queued,27,2026-04-22T10:59:35.934042+00:00
1sewvue,queued,31,2026-04-22T10:59:03.788807+00:00
1ry324x,queued,20,2026-04-22T11:28:06.134050+00:00
1s2t31n,queued,68,2026-04-22T11:27:13.755254+00:00
1rjniuk,queued,75,2026-04-22T11:30:39.170717+00:00
1sg5umo,queued,13,2026-04-22T10:58:51.036031+00:00
1ro48ky,skipped_low_upvotes,2,2026-04-22T11:29:55.994611+00:00
1rp3y11,queued,13,2026-04-22T11:29:44.440596+00:00
1sq9415,queued,36,2026-04-22T10:57:05.665108+00:00
1srprun,queued,96,2026-04-22T10:43:45.971857+00:00
1s3czi1,queued,33,2026-04-22T11:27:08.956079+00:00
1rw7lqp,queued,45,2026-04-22T11:28:39.706254+00:00
1s9jvlo,queued,8,2026-04-22T11:00:02.383014+00:00
1shyw56,queued,124,2026-04-22T10:58:29.205585+00:00
1sman1j,queued,65,2026-04-22T10:58:00.277645+00:00
1rhxzw6,queued,10,2026-04-22T11:31:05.515401+00:00
1sk98x2,queued,13,2026-04-22T10:58:16.651201+00:00
1srmvlx,queued,11,2026-04-22T10:43:48.286313+00:00
1s1b8zd,queued,81,2026-04-22T11:27:44.895553+00:00
1rywhhm,queued,5,2026-04-22T11:28:03.821490+00:00
1rvgnzj,queued,120,2026-04-22T11:28:51.818377+00:00
1rk0mae,queued,5,2026-04-22T11:30:31.626783+00:00
1rlxcrx,queued,5,2026-04-22T11:30:12.818562+00:00
1sooely,queued,6,2026-04-22T10:57:20.105868+00:00
1shkx1u,queued,16,2026-04-22T10:58:36.131727+00:00
1soutld,queued,60,2026-04-22T10:57:17.771649+00:00
1rmxo3l,queued,7,2026-04-22T11:30:03.009185+00:00
1s8s5fk,queued,16,2026-04-22T11:26:36.277609+00:00
1rubp11,skipped_low_upvotes,1,2026-04-22T11:29:01.606270+00:00
1rzkkom,queued,101,2026-04-22T11:27:52.044020+00:00
1se50qr,queued,60,2026-04-22T10:59:23.084104+00:00
1rq2j3k,queued,113,2026-04-22T11:29:30.433485+00:00
1rs3e3s,queued,20,2026-04-22T11:29:08.640251+00:00
1sbdvma,queued,16,2026-04-22T10:59:38.272368+00:00
1rnidk2,queued,23,2026-04-22T11:30:00.669152+00:00
1sewpr6,queued,21,2026-04-22T10:59:06.194871+00:00
1sncnfj,skipped_low_upvotes,4,2026-04-22T10:57:36.656839+00:00
1s3xo8a,queued,26,2026-04-22T11:27:01.996459+00:00
1so4e1j,queued,5,2026-04-22T10:57:29.509338+00:00
1smk4yk,queued,47,2026-04-22T10:57:50.851054+00:00
1se63be,queued,26,2026-04-22T10:59:18.370297+00:00
1s69gtw,queued,5,2026-04-22T11:26:50.292608+00:00
1squpt3,queued,41,2026-04-22T10:57:03.334071+00:00
1rjqa2t,queued,257,2026-04-22T11:30:36.788735+00:00
